id,created_at,text
497791025193418754,2014-08-08 17:06:43,"Je vous prie de consacrer, aujourd’hui, un moment à la prière pour tous ceux qui sont contraints de quitter leur maison en Iraq."
497790761942138880,2014-08-08 17:05:40,Je demande à tous les hommes de bonne volonté de s’unir à mes prières pour les chrétiens irakiens et pour toutes les communautés persécutées
497321279561555968,2014-08-07 10:00:07,"Le chrétien est quelqu’un qui sait s’abaisser pour que le Seigneur grandisse, dans son cœur et dans le cœur des autres."
496596541407125506,2014-08-05 10:00:16,"Si tu accumules les richesses comme un trésor, elles voleront ton âme."
495494768718123009,2014-08-02 09:02:13,"Quand on n’adore pas Dieu, on se met à adorer d’autres choses. L’argent et le pouvoir sont des idoles qui prennent souvent la place de Dieu."
494762200456650752,2014-07-31 08:31:15,Je souhaite à chaque famille de redécouvrir la prière en famille : cela aide aussi à se comprendre et à se pardonner.
494052007808749569,2014-07-29 09:29:12,Apprécions davantage le travail des personnes qui aident à domicile et des gardes-malade : c’est un service précieux.
492257917433688066,2014-07-24 10:40:07,"Quand on vit l’attachement à l’argent, à l’orgueil et au pouvoir, il est impossible d’être heureux."
491513493774802944,2014-07-22 09:22:03,Le grand risque du monde actuel est la tristesse individualiste qui naît du cœur avare.
490435957649207298,2014-07-19 10:00:18,"Dieu aime celui qui donne avec joie. Apprenons à donner avec générosité, détachés des biens matériels."
489711167200165888,2014-07-17 10:00:15,"L’Église est, par sa nature, missionnaire : elle existe pour que chaque homme et que chaque femme puisse rencontrer Jésus."
488993953878773760,2014-07-15 10:30:18,"Chers jeunes, ne tombez pas dans la médiocrité ; la vie chrétienne est faite pour les grands idéaux."
487899183597105154,2014-07-12 10:00:04,Le Mondial a fait se rencontrer des personnes de différentes nations et religions. Que le sport favorise toujours la culture de la rencontre
487174415289819136,2014-07-10 10:00:06,"Ne craignez pas de vous jeter dans les bras de Dieu : quelle que soit la chose qu’il vous demande, il vous la rendra au centuple."
486457195739901952,2014-07-08 10:30:08,"Avec Dieu rien ne se perd, mais, sans Lui, tout est perdu."
